"card","Month","Year","catchmentName","fragmentNumber","fragmentName","Catch No","m","y","catchname","catch","locality","time","org","map","east","north","altitude","penet","fishmeth","effort","pass","spcode","abund","number","minl","maxl","nzreach","abundnumber","aldfor","ameneb","angaus","angdie","angrei","anguil","caraur","chefos","cteide","cypcar","echauc","echone","galano","galarg","galaxi","galbre","galcob","galdep","galdiv","galeld","galfas","galgol","galgra","galmac","galmar","galpau","galpos","galpro","galpul","galspd","galspn","galspp","galsps","galspt","galvul","gamaff","geoaus","gobalp","gobbas","gobbre","gobcot","gobgob","gobhub","gobhut","gobiom","graham","hypmol","hyrmen","leuidu","marine","mugcep","mugil","neoapo","neobur","neodiv","neohel","neorek","nospec","oncmyk","oncner","onctsh","parane","parcur","parmar","perflu","poelat","poeret","prooxy","retret","rholep","rhombo","rhoret","salfon","salmo","salsal","saltru","scaery","stoani","tintin"
"102604","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364687","5624948","31","7","gmt","1","","gobcot","","3","","","13067360","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102604","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364687","5624948","31","7","gmt","1","","neobur","","1","100","","13067360","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"102605","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364714","5624942","31","7","gmt","1","","nospec","","1","","","13067360","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"102606","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364624","5624977","31","7","gmt","2","","nospec","","1","","","13067360","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"102607","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364592","5624828","31","7","fyn","1","","angaus","","1","","","13067360","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102608","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364603","5624779","31","7","fyn","1","","gobcot","","6","","","13067360","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102609","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364620","5624744","31","7","ntc","2","","gobcot","","16","","","13067360","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102609","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364620","5624744","31","7","ntc","2","","angaus","","1","","","13067360","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102610","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364639","5624698","31","7","fyn","1","","angaus","","1","","","13067360","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102610","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364639","5624698","31","7","fyn","1","","gobcot","","11","","","13067360","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102611","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364422","5625107","31","7","gmt","5","","neobur","","2","135","145","13067360","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"102612","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364458","5625097","31","7","gmt","2","","nospec","","1","","","13067360","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"102613","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364451","5625132","31","7","gmt","2","","nospec","","1","","","13067360","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"102614","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364467","5625123","31","7","gmt","2","","nospec","","1","","","13067360","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"102615","9","2014","Kohika Stream","1491107","Kohika Stream tributary 1","704","9","2014","Kohika Stream","704.000","Kohika Stream tributary","","doco","J39","2364469","5625154","31","7","gmt","2","","nospec","","1","","","13067360","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"102674","7","2014","Waitaki River","1491136","Waitaki River tributary wetland 3","711","7","2014","Waitaki River","711.000","Waitaki River","1425","doco","J41","2356299","5585249","28","8","vbd","","","saltru","","","","","13524014","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","present","","",""
"103442","10","2015","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","10","2015","Selwyn River","680.050","Waianiwaniwa River","1430","docc","L36","2424211","5750503","321","91","tfu","","","gobbre","","1","","","13043683","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103442","10","2015","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","10","2015","Selwyn River","680.050","Waianiwaniwa River","1430","docc","L36","2424211","5750503","321","91","tfu","","","neobur","","12","","","13043683","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","",""
"103475","11","2015","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","11","2015","Selwyn River","680.050","Waianiwaniwa River tributary","1110","docc","L36","2426418","5753050","300","92","tfu","","","neobur","","1","","","13042840","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"103475","11","2015","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","11","2015","Selwyn River","680.050","Waianiwaniwa River tributary","1110","docc","L36","2426418","5753050","300","92","tfu","","","galvul","","1","","","13042840","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"103476","11","2015","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","11","2015","Selwyn River","680.050","Waianiwaniwa River tributary","1050","docc","L36","2426604","5752952","300","92","tfu","","","neobur","n","","","","13042840","not present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","not present","","","","","","","","","","","","","","","","","","","","","","","","",""
"103477","11","2015","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","11","2015","Selwyn River","680.050","Waianiwaniwa River tributary","1120","docc","L36","2426285","5753057","300","92","tfu","","","neobur","","17","","","13042840","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","",""
